Pedigree,DTA,DTS,PHT,GY,BCC_103,BCC_105,BCC_118,BCC_27,BCC_34,BCC_41,BCC_48,BCC_55,BCC_59,BCC_63,BCC_69,BCC_77,BCC_82,BCC_88,BCC_97,BGI_103,BGI_105,BGI_118,BGI_27,BGI_34,BGI_41,BGI_48,BGI_55,BGI_59,BGI_63,BGI_69,BGI_77,BGI_82,BGI_88,BGI_97,BI_103,BI_105,BI_118,BI_27,BI_34,BI_41,BI_48,BI_55,BI_59,BI_63,BI_69,BI_77,BI_82,BI_88,BI_97,Blue_103,Blue_105,Blue_118,Blue_27,Blue_34,Blue_41,Blue_48,Blue_55,Blue_59,Blue_63,Blue_69,Blue_77,Blue_82,Blue_88,Blue_97,CIVE_103,CIVE_105,CIVE_118,CIVE_27,CIVE_34,CIVE_41,CIVE_48,CIVE_55,CIVE_59,CIVE_63,CIVE_69,CIVE_77,CIVE_82,CIVE_88,CIVE_97,COM1_103,COM1_105,COM1_118,COM1_27,COM1_34,COM1_41,COM1_48,COM1_55,COM1_59,COM1_63,COM1_69,COM1_77,COM1_82,COM1_88,COM1_97,COM2_103,COM2_105,COM2_118,COM2_27,COM2_34,COM2_41,COM2_48,COM2_55,COM2_59,COM2_63,COM2_69,COM2_77,COM2_82,COM2_88,COM2_97,EBI_103,EBI_105,EBI_118,EBI_27,EBI_34,EBI_41,EBI_48,EBI_55,EBI_59,EBI_63,EBI_69,EBI_77,EBI_82,EBI_88,EBI_97,EGI_103,EGI_105,EGI_118,EGI_27,EGI_34,EGI_41,EGI_48,EGI_55,EGI_59,EGI_63,EGI_69,EGI_77,EGI_82,EGI_88,EGI_97,ERI_103,ERI_105,ERI_118,ERI_27,ERI_34,ERI_41,ERI_48,ERI_55,ERI_59,ERI_63,ERI_69,ERI_77,ERI_82,ERI_88,ERI_97,EXG_103,EXG_105,EXG_118,EXG_27,EXG_34,EXG_41,EXG_48,EXG_55,EXG_59,EXG_63,EXG_69,EXG_77,EXG_82,EXG_88,EXG_97,EXG2_103,EXG2_105,EXG2_118,EXG2_27,EXG2_34,EXG2_41,EXG2_48,EXG2_55,EXG2_59,EXG2_63,EXG2_69,EXG2_77,EXG2_82,EXG2_88,EXG2_97,EXGR_103,EXGR_105,EXGR_118,EXGR_27,EXGR_34,EXGR_41,EXGR_48,EXGR_55,EXGR_59,EXGR_63,EXGR_69,EXGR_77,EXGR_82,EXGR_88,EXGR_97,EXR_103,EXR_105,EXR_118,EXR_27,EXR_34,EXR_41,EXR_48,EXR_55,EXR_59,EXR_63,EXR_69,EXR_77,EXR_82,EXR_88,EXR_97,G/B_103,G/B_105,G/B_118,G/B_27,G/B_34,G/B_41,G/B_48,G/B_55,G/B_59,G/B_63,G/B_69,G/B_77,G/B_82,G/B_88,G/B_97,G/R_103,G/R_105,G/R_118,G/R_27,G/R_34,G/R_41,G/R_48,G/R_55,G/R_59,G/R_63,G/R_69,G/R_77,G/R_82,G/R_88,G/R_97,G-B_103,G-B_105,G-B_118,G-B_27,G-B_34,G-B_41,G-B_48,G-B_55,G-B_59,G-B_63,G-B_69,G-B_77,G-B_82,G-B_88,G-B_97,GCC_103,GCC_105,GCC_118,GCC_27,GCC_34,GCC_41,GCC_48,GCC_55,GCC_59,GCC_63,GCC_69,GCC_77,GCC_82,GCC_88,GCC_97,GLI_103,GLI_105,GLI_118,GLI_27,GLI_34,GLI_41,GLI_48,GLI_55,GLI_59,GLI_63,GLI_69,GLI_77,GLI_82,GLI_88,GLI_97,G-R_103,G-R_105,G-R_118,G-R_27,G-R_34,G-R_41,G-R_48,G-R_55,G-R_59,G-R_63,G-R_69,G-R_77,G-R_82,G-R_88,G-R_97,Green_103,Green_105,Green_118,Green_27,Green_34,Green_41,Green_48,Green_55,Green_59,Green_63,Green_69,Green_77,Green_82,Green_88,Green_97,MEXG_103,MEXG_105,MEXG_118,MEXG_27,MEXG_34,MEXG_41,MEXG_48,MEXG_55,MEXG_59,MEXG_63,MEXG_69,MEXG_77,MEXG_82,MEXG_88,MEXG_97,MGVRI_103,MGVRI_105,MGVRI_118,MGVRI_27,MGVRI_34,MGVRI_41,MGVRI_48,MGVRI_55,MGVRI_59,MGVRI_63,MGVRI_69,MGVRI_77,MGVRI_82,MGVRI_88,MGVRI_97,NDI_103,NDI_105,NDI_118,NDI_27,NDI_34,NDI_41,NDI_48,NDI_55,NDI_59,NDI_63,NDI_69,NDI_77,NDI_82,NDI_88,NDI_97,NDRBI_103,NDRBI_105,NDRBI_118,NDRBI_27,NDRBI_34,NDRBI_41,NDRBI_48,NDRBI_55,NDRBI_59,NDRBI_63,NDRBI_69,NDRBI_77,NDRBI_82,NDRBI_88,NDRBI_97,NGBDI_103,NGBDI_105,NGBDI_118,NGBDI_27,NGBDI_34,NGBDI_41,NGBDI_48,NGBDI_55,NGBDI_59,NGBDI_63,NGBDI_69,NGBDI_77,NGBDI_82,NGBDI_88,NGBDI_97,NGRDI_103,NGRDI_105,NGRDI_118,NGRDI_27,NGRDI_34,NGRDI_41,NGRDI_48,NGRDI_55,NGRDI_59,NGRDI_63,NGRDI_69,NGRDI_77,NGRDI_82,NGRDI_88,NGRDI_97,R/B_103,R/B_105,R/B_118,R/B_27,R/B_34,R/B_41,R/B_48,R/B_55,R/B_59,R/B_63,R/B_69,R/B_77,R/B_82,R/B_88,R/B_97,R-B_103,R-B_105,R-B_118,R-B_27,R-B_34,R-B_41,R-B_48,R-B_55,R-B_59,R-B_63,R-B_69,R-B_77,R-B_82,R-B_88,R-B_97,RCC_103,RCC_105,RCC_118,RCC_27,RCC_34,RCC_41,RCC_48,RCC_55,RCC_59,RCC_63,RCC_69,RCC_77,RCC_82,RCC_88,RCC_97,Red_103,Red_105,Red_118,Red_27,Red_34,Red_41,Red_48,Red_55,Red_59,Red_63,Red_69,Red_77,Red_82,Red_88,Red_97,RGBVI_103,RGBVI_105,RGBVI_118,RGBVI_27,RGBVI_34,RGBVI_41,RGBVI_48,RGBVI_55,RGBVI_59,RGBVI_63,RGBVI_69,RGBVI_77,RGBVI_82,RGBVI_88,RGBVI_97,TGI_103,TGI_105,TGI_118,TGI_27,TGI_34,TGI_41,TGI_48,TGI_55,TGI_59,TGI_63,TGI_69,TGI_77,TGI_82,TGI_88,TGI_97,VARI_103,VARI_105,VARI_118,VARI_27,VARI_34,VARI_41,VARI_48,VARI_55,VARI_59,VARI_63,VARI_69,VARI_77,VARI_82,VARI_88,VARI_97,VEG_103,VEG_105,VEG_118,VEG_27,VEG_34,VEG_41,VEG_48,VEG_55,VEG_59,VEG_63,VEG_69,VEG_77,VEG_82,VEG_88,VEG_97,Weibull_103,Weibull_105,Weibull_118,Weibull_27,Weibull_34,Weibull_41,Weibull_48,Weibull_55,Weibull_59,Weibull_63,Weibull_69,Weibull_77,Weibull_82,Weibull_88,Weibull_97
2369/3IIH6,66.587921,67.071777,240.4798594,10.277334,0.24064917,0.23856985,0.31744701,0.21142261,0.21224966,0.24904626,0.2279674,0.24331715,0.24470965,0.2474158,0.23726658,0.23501778,0.25850171,0.25205793,0.24802893,0.60052751,0.60108826,0.91164649,0.52459027,0.52149397,0.64051959,0.55254889,0.59639816,0.59071209,0.58930219,0.57438572,0.57071886,0.63991533,0.62083729,0.61292501,105.93665,115.17523,117.59185,117.26099,103.29751,153.45313,100.10207,85.59093,88.00319,82.4453,101.53743,30.72741,93.72136,96.72467,97.48334,76.23861,82.11281,110.82303,72.28056,64.73376,113.80765,68.82453,62.65603,64.94968,58.94649,72.14686,21.13932,71.46244,72.4415,71.10867,-3.99359,-4.30569,13.99411,-7.23055,-6.28316,-9.19694,-7.96431,-2.67165,-4.66485,-5.36284,-6.81936,10.77111,-2.01373,-3.32633,-3.38098,90.6476,86.5652,4.7808,92.8446,97.3749,96.5013,115.1661,96.5424,106.6719,113.3142,108.8093,48.0746,90.3264,95.5968,93.4121,20.670026,21.05923,12.76448,22.721506,21.907851,23.784033,22.194984,19.585227,20.418147,20.593714,21.718136,13.022104,19.408344,20.035664,20.163726,1.4942905,1.3184669,1.4079043,1.1388608,1.2352332,1.3184612,1.5784479,1.7697995,1.8872627,1.9419091,1.637839,1.5448884,1.7616546,1.6760936,1.5313618,0.494291,0.318467,0.407904,0.138861,0.235233,0.318461,0.578448,0.7698,0.887263,0.941909,0.637839,0.544888,0.761655,0.676094,0.531362,-0.49321,-0.319437,-0.475258,-0.139883,-0.235937,-0.319318,-0.578342,-0.770826,-0.886503,-0.940361,-0.637601,-0.545545,-0.761567,-0.675816,-0.531639,62.025043,63.525043,16.684608,71.943639,68.423604,77.494123,71.385535,57.22967,62.134539,63.507243,68.584837,21.467087,55.909626,59.360694,59.796672,0.20838177,0.19536481,0.05026782,0.21470365,0.23677542,0.17480823,0.2632611,0.25262433,0.26712172,0.28516424,0.24942023,0.24375076,0.22324625,0.22962848,0.22294165,31.30622,26.12972,-26.59318,27.05394,34.15997,27.2029,50.46552,40.74625,47.79859,53.6514,45.76937,14.55765,35.11057,38.27637,35.66342,30.577088,37.220922,42.514603,44.886695,34.123077,49.842042,21.100035,16.664267,14.391896,10.615278,22.527057,6.968135,20.870804,21.402504,24.365265,1.6458063,1.6394229,1.1035359,1.8858854,1.8670527,1.5412559,1.757552,1.6377415,1.6372787,1.7264714,1.6893691,1.7521124,1.5573477,1.5896257,1.6266084,1.7080492,1.6905765,1.1243207,1.9347767,1.9925923,1.5973592,1.9576273,1.8188154,1.7946025,1.8212972,1.7895928,1.7890606,1.6082851,1.654492,1.6703734,48.345424,51.89839,12.217198,64.971249,57.927427,62.759841,52.018888,40.029121,41.920911,42.221948,49.949507,15.982844,39.238139,42.006392,44.233232,0.4001238,0.3959222,0.34827271,0.40354055,0.40818452,0.38935424,0.41565909,0.40943085,0.41296274,0.4231908,0.40975555,0.4133968,0.40145972,0.40434492,0.40348414,0.14804629,0.13934033,0.03685246,0.15251809,0.16678364,0.12509636,0.18352619,0.17589893,0.18581178,0.19757697,0.17519434,0.17163755,0.15749745,0.16187602,0.15758184,13.624181,11.639918,4.62882,7.192334,10.764573,14.807545,19.477024,17.3703,20.317285,21.388908,18.801737,5.61949,16.688305,17.411113,15.576121,124.36088,134.08754,122.99027,137.64982,122.90724,176.85494,121.31235,102.71745,106.62472,101.38593,122.20762,37.18408,110.76797,114.91054,115.50129,35.419822,35.412679,16.153905,35.725869,35.724544,44.507891,41.483075,34.580544,38.1117,38.716445,40.303073,12.35368,34.359018,36.117197,35.249695,0.12231241,0.09391464,0.06105542,0.05525394,0.09656783,0.08840261,0.1760271,0.19972358,0.22930188,0.26248316,0.18306687,0.16636983,0.19519962,0.18543894,0.16548292,135.54094,133.82337,130.80561,131.46255,133.85661,133.53643,139.2866,139.86989,141.44576,143.18515,138.63699,138.55437,138.46162,138.63461,137.28784,0.1857548,0.1979786,0.0283792,0.284326,0.2653522,0.173557,0.1916526,0.1537783,0.1431089,0.1514626,0.1774404,0.1961585,0.137341,0.1467891,0.1686994,0.25381312,0.25185355,0.05136228,0.31393514,0.31977245,0.22290647,0.29835377,0.26358132,0.26550187,0.26800369,0.27439949,0.27643917,0.22437899,0.23821952,0.24370165,0.0616217,0.04716855,0.03102507,0.02771067,0.04860841,0.04436751,0.08924153,0.10208982,0.11754239,0.13548278,0.09299879,0.08419484,0.09959542,0.09420117,0.0839152,1.4618897,1.4968996,1.0610023,1.796155,1.7229824,1.4201076,1.4748048,1.3652598,1.3340011,1.3573829,1.4331398,1.4889989,1.3192709,1.3442414,1.406067,34.560766,40.196069,7.513617,58.023108,47.466415,47.975065,32.713701,22.695991,21.75408,21.082569,31.227768,10.461999,22.540592,24.755644,28.742072,0.35585834,0.36252284,0.33129472,0.38362613,0.37520458,0.35879766,0.35145803,0.33939103,0.33320197,0.32565933,0.34546375,0.3503113,0.33363236,0.33898331,0.34445318,110.68429,122.35248,118.17044,130.35484,112.12606,161.88363,101.71955,85.36265,86.50641,80.10676,103.25875,31.53341,94.00784,97.38037,99.93954,0.30882198,0.29418777,0.07877213,0.33757022,0.35873278,0.26227634,0.37356212,0.34988439,0.36579484,0.38611013,0.35494064,0.35041694,0.3144538,0.32422245,0.31948664,133.84892,143.0494,153.22921,136.61955,123.70455,192.16123,129.12186,112.61443,117.60574,110.86309,131.71599,39.45801,123.45275,126.96742,125.6085,0.08803005,0.06739302,0.04271582,0.03730575,0.06347154,0.06578726,0.12712514,0.13932727,0.15793672,0.17401145,0.12316606,0.11927027,0.12554359,0.12525682,0.107916,1.2878545,1.2605465,1.0726296,1.2860483,1.3335742,1.2308449,1.3994126,1.3925987,1.4192609,1.4635173,1.3678922,1.354469,1.3353928,1.3402516,1.3230469,2.024091531,2.024091567,2.024091578,0.123261559,0.309210484,0.618290292,1.026637339,1.447091932,1.649283138,1.804844431,1.946354124,2.012609491,2.021697832,2.023859303,2.024089233
2369/LH123HT,68.071819,69.130374,242.1342376,10.595364,0.24661379,0.23873215,0.31112025,0.20924508,0.20634132,0.24533013,0.22662986,0.24016792,0.24012013,0.24683549,0.23664506,0.23320552,0.2595168,0.25190937,0.24782078,0.61944422,0.60163826,0.88751368,0.51655764,0.50136,0.62575174,0.54908973,0.58599301,0.5758678,0.59129816,0.5707105,0.56516442,0.64310242,0.62198194,0.61207205,104.81996,113.86953,117.46106,117.4737,102.30842,151.75325,102.73824,85.69878,85.8632,84.92532,100.87435,31.84106,93.68836,97.72418,97.10787,77.35703,81.27842,109.33095,71.84081,62.57628,111.05312,70.50504,61.95365,61.89111,61.17246,71.47085,21.79076,71.96703,73.46678,70.92367,-2.9743,-4.11101,13.21475,-8.106,-7.38091,-10.31716,-8.7752,-3.395,-5.08442,-5.19419,-7.39132,10.29431,-1.92318,-3.34487,-3.16435,87.4131,86.2926,8.7339,96.7735,102.7245,102.8273,117.4594,99.5548,109.1188,110.2069,112.479,49.834,90.157,94.7182,92.1102,20.157933,20.946473,13.089301,23.099205,22.367383,24.22789,22.604486,19.907569,20.58438,20.606091,21.925414,13.248247,19.356199,20.076033,20.078618,1.5402594,1.323959,1.5989021,1.1441383,1.2447062,1.3273482,1.5829734,1.7599443,1.9046392,1.9409312,1.6609186,1.5550115,1.7973938,1.6948658,1.5417422,0.540259,0.323959,0.598902,0.144138,0.244706,0.327348,0.582973,0.759944,0.904639,0.940931,0.660919,0.555011,0.797394,0.694866,0.541742,-0.537154,-0.323355,-0.604446,-0.145186,-0.244838,-0.327856,-0.58214,-0.758329,-0.90045,-0.936596,-0.65872,-0.551848,-0.792713,-0.692194,-0.540539,59.27094,62.955874,18.59526,74.135957,71.126823,80.178617,73.588003,59.070204,63.139218,63.339597,69.900332,22.717205,55.647225,59.50564,59.279536,0.20270377,0.19608923,0.06099779,0.22088899,0.25141684,0.1867798,0.26266071,0.25818392,0.27576022,0.27552168,0.25658082,0.24763599,0.22205118,0.22440553,0.22334254,29.89475,26.24791,-24.18358,29.49192,37.64851,31.7649,51.27866,42.48441,49.65842,50.61761,48.6443,15.48201,35.15405,37.27592,34.71073,29.370824,36.614284,42.719456,44.397129,33.111707,48.388082,22.200838,16.511032,13.483524,12.614014,21.241944,7.251693,20.481994,22.232266,24.533989,1.6011698,1.6408685,1.1299883,1.9265069,1.9615525,1.5873219,1.7687475,1.6767026,1.7040445,1.7034471,1.7062347,1.7736361,1.5402841,1.5787438,1.6238405,1.6585558,1.6938825,1.1604307,1.9743513,2.1032164,1.6475638,1.9680271,1.8556509,1.8538488,1.8049909,1.8115507,1.8161718,1.5978208,1.6452174,1.6738903,45.294611,51.326104,13.921547,66.463695,59.939585,64.597799,53.936424,41.385351,42.905093,42.732149,50.335357,16.930723,38.760651,42.36411,44.031608,0.39773792,0.39624586,0.35105295,0.40572586,0.41308266,0.3935418,0.4152274,0.41206676,0.417633,0.41850041,0.41223089,0.41440024,0.40054642,0.4022838,0.40271598,0.14410859,0.13980199,0.04440071,0.15663815,0.17636107,0.13304873,0.18317469,0.17957304,0.19142376,0.19133272,0.17978093,0.17409274,0.15666835,0.15853957,0.1578465,14.026264,11.668678,4.707605,7.748477,11.285283,15.57567,19.655296,17.700513,20.269632,20.668553,19.586684,5.855058,16.954408,17.176796,15.287028,122.66859,132.60364,123.32759,138.25978,122.38076,175.70475,124.40711,103.26827,104.73142,103.81633,121.82097,38.5591,110.68138,115.84487,114.96284,34.688358,35.145314,16.724058,36.746792,36.776,45.634389,42.493393,35.429938,38.26551,38.493616,41.133924,12.983486,34.428689,36.111037,34.894212,0.12847153,0.09525976,0.05450098,0.05938316,0.10219665,0.09519541,0.17233261,0.19984387,0.23030083,0.24980622,0.19137686,0.16786423,0.19709248,0.17982408,0.16655825,135.86849,133.9617,130.63156,131.73906,134.2199,134.01579,139.00168,139.9516,141.74438,142.19101,139.24719,138.54871,138.67717,138.29162,137.17433,0.1700436,0.1970761,0.0391584,0.2897097,0.2800505,0.181522,0.1960624,0.1625755,0.1570413,0.1537239,0.1772081,0.2015813,0.13204,0.1469068,0.1689464,0.23942797,0.25185872,0.06598457,0.32171561,0.33943675,0.2350805,0.30126899,0.2721149,0.27818042,0.26596559,0.27818529,0.28162948,0.22180652,0.2368778,0.24450353,0.06476589,0.04784806,0.02754752,0.02979114,0.05147635,0.04785779,0.08733735,0.1021132,0.11809544,0.12880109,0.0973306,0.08504008,0.10059465,0.09123969,0.08452324,1.4202134,1.4960225,1.0837151,1.8198596,1.7836479,1.4444007,1.4897756,1.390563,1.3743048,1.3642688,1.4322662,1.5069687,1.3048592,1.3451364,1.4074039,31.333818,39.665786,9.193325,58.725361,48.69065,48.995767,34.276222,23.686364,22.679656,22.118654,30.7782,11.135536,21.874664,25.231585,28.777758,0.35243245,0.36237927,0.33481698,0.38352733,0.37614909,0.35905068,0.35250383,0.34046348,0.33458535,0.32773729,0.34444073,0.35083164,0.33294153,0.33984549,0.34426274,108.61648,120.87018,118.60508,130.47819,111.06328,160.08405,104.71083,85.54544,84.45148,83.15786,102.18523,32.72716,93.69824,98.63391,99.63803,0.29819202,0.2950451,0.09265022,0.34691267,0.38074346,0.2781535,0.3742052,0.35785292,0.37760747,0.37592654,0.36247851,0.35549578,0.31220438,0.31881535,0.32027412,133.66783,141.54028,152.5517,136.91734,122.20841,189.89566,132.19997,112.6496,114.49217,113.58295,131.26967,40.81655,123.78932,128.06407,125.03742,0.09324935,0.06882035,0.03827909,0.04004466,0.06654912,0.0700653,0.12406869,0.13880847,0.15906458,0.16450229,0.12907758,0.11862595,0.1286026,0.12220714,0.10699623,1.2827025,1.2627818,1.0824666,1.2966391,1.3603697,1.2515298,1.3967327,1.4012813,1.4338832,1.4411584,1.383095,1.3625655,1.3340774,1.3286766,1.3240961,2.053446844,2.053446875,2.053446884,0.130895551,0.325629738,0.64586683,1.063786187,1.487918951,1.689170897,1.842359247,1.97977944,2.04282049,2.051265968,2.053239212,2.053444841
2369/PHN82,68.598832,68.837598,236.5737458,12.574049,0.23622066,0.24069301,0.31092815,0.20956608,0.20442253,0.24797628,0.22927556,0.24201513,0.2417834,0.24553973,0.23890877,0.23505313,0.25935441,0.25145811,0.24810275,0.58291546,0.60398413,0.88795092,0.51843883,0.49560069,0.63743772,0.55832673,0.59551012,0.58028686,0.58541896,0.57401121,0.57036512,0.63954713,0.61894048,0.60911607,101.6375,110.19082,118.48539,118.64204,100.79797,153.77286,101.84693,85.56508,84.54874,83.1093,98.31886,31.20117,91.348,97.40605,97.6398,71.66932,78.93856,110.84996,72.52347,60.90668,113.81625,70.61683,62.3986,61.12774,59.30587,69.89625,21.4936,69.84516,72.99625,71.21494,-4.00432,-3.88161,13.58313,-8.14665,-6.98056,-9.36005,-7.78065,-2.27372,-4.62951,-5.50895,-7.36916,10.59498,-1.81279,-3.59724,-4.09225,92.5985,88.4571,5.6368,96.3502,101.4797,96.8084,113.1084,93.6789,107.7773,113.2226,114.8481,48.7124,91.2035,96.5862,97.4615,20.599662,20.715623,12.987305,23.148081,22.17947,23.872604,22.161733,19.449455,20.352411,20.682298,21.815405,13.104736,19.249847,20.160787,20.439163,1.4950751,1.3374111,1.6087526,1.1395201,1.2340147,1.3188349,1.5742869,1.7470496,1.886206,1.943399,1.6770867,1.5462971,1.7860408,1.6780867,1.5450941,0.495075,0.337411,0.608753,0.13952,0.234015,0.318835,0.574287,0.74705,0.886206,0.943399,0.677087,0.546297,0.786041,0.678087,0.545094,-0.495691,-0.337861,-0.677993,-0.140499,-0.234717,-0.319672,-0.574332,-0.747164,-0.885386,-0.94303,-0.676769,-0.546609,-0.785585,-0.677622,-0.545038,61.829987,62.002481,17.843478,74.324296,70.075623,77.953014,71.062576,56.342925,61.899247,63.950901,69.554421,21.927556,55.19892,60.064866,61.482989,0.22293523,0.20126119,0.05439291,0.21875539,0.25420707,0.1765059,0.25567065,0.24712418,0.27522186,0.2841732,0.26149356,0.2437108,0.22767764,0.2283156,0.23136883,33.35445,29.12884,-26.58598,28.91863,37.14686,27.17354,48.61859,38.45745,49.10274,53.24745,51.28986,14.88487,36.5383,38.77032,38.56789,28.739668,33.345806,43.703308,45.426493,33.023473,50.286439,22.319015,17.556376,12.900567,11.047439,18.621231,7.065534,19.015689,21.602836,23.387833,1.7025923,1.6361981,1.1250215,1.9156047,1.9776786,1.5490852,1.7272707,1.6380465,1.6884936,1.730584,1.7022174,1.7515261,1.5519952,1.5918487,1.6377352,1.7674948,1.6832348,1.1459295,1.9638169,2.1226289,1.612285,1.9253035,1.8269967,1.838671,1.8393891,1.7963806,1.7856075,1.6033553,1.6524879,1.6814496,48.134473,49.251375,13.723981,66.930054,59.374898,63.350503,52.097825,39.900604,41.730395,42.642418,48.902463,16.281559,38.053725,42.486861,44.818976,0.40430308,0.39837599,0.34904085,0.40507459,0.41388257,0.38960634,0.41253306,0.40748814,0.41774206,0.42258721,0.41474024,0.41337331,0.40302916,0.40437715,0.40581093,0.15775796,0.14334284,0.0399801,0.15520878,0.178224,0.12614234,0.17864497,0.17230869,0.19108494,0.19685139,0.18309238,0.1716917,0.16055939,0.16117898,0.16321798,13.606166,12.881624,4.30401,7.439313,10.780845,14.682367,19.08458,16.578481,20.176465,21.267862,20.754753,5.745715,17.252083,17.599065,16.542681,120.01255,128.91762,124.22983,139.43802,120.65347,177.17384,122.97195,102.51431,103.16947,102.15564,119.33953,37.76537,108.34199,115.73504,116.04057,34.995242,35.249245,16.401739,36.734043,36.057696,44.58792,41.299577,33.90782,37.736075,38.895124,41.50099,12.618019,34.265802,36.498074,36.364711,0.12925262,0.10751601,0.04834101,0.05631888,0.09948102,0.08830711,0.17023141,0.18976695,0.23288734,0.25680418,0.20445244,0.16678666,0.20375101,0.18259172,0.17717059,135.80203,134.87828,130.013,131.54309,134.01607,133.48947,138.79902,139.18573,142.02495,142.98514,140.29894,138.58074,139.2286,138.63326,137.90827,0.1962218,0.1889205,0.0432122,0.2895943,0.2853064,0.1759401,0.1890905,0.1591137,0.1513972,0.1538819,0.1686638,0.1956436,0.130606,0.1469457,0.1665277,0.26855875,0.24963612,0.06303296,0.31971295,0.34417161,0.22579619,0.29278984,0.26458231,0.27443342,0.2717016,0.2751091,0.27639384,0.2241132,0.23913157,0.24677,0.06512619,0.05403613,0.02419673,0.02824973,0.05008708,0.04435528,0.08624187,0.09685229,0.11942336,0.13242972,0.10406945,0.08438361,0.10393256,0.09261874,0.08999601,1.4961015,1.4703518,1.0899326,1.8186704,1.8019587,1.4274608,1.4659873,1.380832,1.3573282,1.3647724,1.4071209,1.4874983,1.3007845,1.3451759,1.3999225,34.356966,36.666854,9.597965,59.561833,48.68565,48.63353,33.11692,23.306759,21.673207,21.447288,28.438049,10.612048,20.965359,25.006346,28.363351,0.35626092,0.35954357,0.33548995,0.38417938,0.37759186,0.35916882,0.35192587,0.34144327,0.33363657,0.32697592,0.3413947,0.35020721,0.33199018,0.33959889,0.34252757,106.23868,115.9772,119.8354,132.03611,109.73481,162.42607,103.75292,85.70169,82.91072,80.90598,98.59087,32.01613,90.99425,98.11835,99.6938,0.32829902,0.29972153,0.08242287,0.34398927,0.38537389,0.26464201,0.36460332,0.3448937,0.37615694,0.38545312,0.36689451,0.3505744,0.31917771,0.32360312,0.32939087,128.20608,138.18805,153.87871,137.94505,119.87922,192.25672,131.18156,112.12528,113.02802,111.56647,129.12125,40.09209,121.09999,127.87582,126.31897,0.09009271,0.07887355,0.0296074,0.03794795,0.06403474,0.06520989,0.12285044,0.13192768,0.16236221,0.17233511,0.14076774,0.119705,0.13437956,0.12546813,0.11453586,1.3118593,1.2729544,1.0674741,1.2934517,1.3659257,1.2342658,1.3840517,1.3806089,1.4342581,1.4589899,1.3942162,1.3535584,1.3437452,1.3351385,1.3397183,2.047860321,2.047860351,2.047860359,0.127336843,0.318592823,0.635173318,1.051072122,1.475992991,1.678681112,1.833505197,1.97289572,2.037049559,2.045648172,2.047651328,2.047858351
