id,Pedigree,Range,Row,Rep,DTA (DAS),DTS  (DAS),PHT (in),FHT (in),EHT (in),Yield (t/ha),YieldMoist (t/ha)
CS17-G2FE-262,GEMS-0265/3IIH6,10,259,1,65,66,91,70,38,9.681146527,10.25911097
CS17-G2FE-263,BGEM-0202-N/LH195,10,257,1,69,69,88,42,45,10.7738792,11.34704958
CS17-G2FE-264,GEMN-0267/3IIH6,10,255,1,66,67,89,71,44,11.63411557,12.33565274
CS17-G2FE-265,Z037E0054/PHZ51,11,255,1,67,67,93,76,51,9.895043136,10.46598712
CS17-G2FE-266,BGEM-0203-N/LH195,11,257,1,68,69,94,73,38,9.485849623,10.01231428
CS17-G2FE-267,BGEM-0129-N/LH195,11,259,1,69,70,85,70,41,9.509099254,10.05492155
CS17-G2FE-268,BGEM-0182-N/LH195,11,261,1,69,69,103,84,46,11.09937404,11.76089674
CS17-G2FE-269,MO17/PHZ51,11,263,1,65,67,92,68,50,10.4018851,11.03223934
CS17-G2FE-270,BGEM-0125-N/LH195,11,265,1,68,69,87,67,41,9.397501023,9.931279082
CS17-G2FE-271,BGEM-0039-N/LH195,11,267,1,69,69,103,78,51,10.63903134,11.23907271
CS17-G2FE-272,BGEM-0206-N/LH195,11,269,1,68,68,95,75,47,8.574464071,9.041772363
CS17-G2FE-273,GEMN-0269/3IIH6,11,271,1,62,64,96,70,43,11.75966358,12.47465112
CS17-G2FE-274,BGEM-0235-N/LH195,11,273,1,69,69,97,72,46,10.36468569,10.93888928
CS17-G2FE-275,Z031E0556/PHZ51,11,275,1,67,67,96,74,53,9.671846674,10.22797786
CS17-G2FE-276,BGEM-0227-N/LH195,11,277,1,68,69,90,72,42,10.56463252,11.1488567
CS17-G2FE-277,GEMN-0264/3IIH6,11,279,1,66,66,94,73,47,11.97821011,12.68372669
CS17-G2FE-278,Z035E0060/PHZ51,11,281,1,65,67,97,77,52,10.47628392,11.06714633
CS17-G2FE-279,BGEM-0124-N/LH195,11,283,1,67,67,98,77,51,10.11358967,10.68804156
CS17-G2FE-280,BGEM-0259-N/LH195,11,285,1,68,68,99,78,53,11.08077434,11.70683809
CS17-G2FE-281,BGEM-0005-N/LH195,11,287,1,69,70,95,75,43,10.51348333,11.09803301
CS17-G2FE-282,BGEM-0063-N/LH195,11,289,1,68,69,101,80,54,10.92267685,11.4851947
CS17-G2FE-283,TX714/TX779,11,291,1,69,70,97,72,50,10.95522633,11.49422346
CS17-G2FE-284,TX303/TX777,11,293,1,74,74,99,78,48,11.54111704,11.94390203
CS17-G2FE-285,B73/TX779,11,295,1,69,69,98,77,48,13.27088962,13.92514448
CS17-G2FE-286,B73/TX777,11,297,1,68,69,103,77,51,11.66666505,12.24066497
CS17-G2FE-287,TX204/PHB47,11,299,1,68,66,91,66,47,9.485849623,10.0170572
CS17-G2FE-288,TX772W/LH195 ,11,301,1,70,70,85,68,40,11.75036372,12.32613155
CS17-G2FE-289,LH195/PHZ51,11,303,1,68,69,96,72,47,10.29028687,10.81817859
CS17-G2FE-290,TX740/LH195 ,11,305,1,71,70,97,76,49,12.43390289,12.79199929
CS17-G2FE-291,TX714/TX775,11,307,1,69,70,91,70,46,11.88521159,12.45094766
CS17-G2FE-292,B73/TX775,11,309,1,68,69,92,69,44,13.17324117,13.80160477
CS17-G2FE-293,2369/PHZ51,11,311,1,67,68,93,73,47,9.848543873,10.3380165
CS17-G2FE-294,TX770/LH195,11,313,1,71,71,94,72,47,11.47601807,12.0016197
CS17-G2FE-295,LAMA2002-58-3-B-B-B-B-B-B-1-B19-B18-B22/LH195 ,11,315,1,72,73,93,71,43,12.73149817,13.1872858
CS17-G2FE-296,TX714/TX777,11,317,1,74,71,96,71,47,12.57340068,13.19955603
CS17-G2FE-297,B73/TX6252,11,319,1,68,69,92,69,46,10.7738792,11.25008466
CS17-G2FE-298,NILASQ4G11I06S3/LH123HT,12,319,2,68,69,101,76,46,11.28072117,11.81317121
CS17-G2FE-299,2369/LH123HT,12,317,2,69,70,99,78,43,11.10402397,11.66477718
CS17-G2FE-300,NILASQ4G11I04S2/LH123HT,12,315,2,69,70,95,77,44,12.08050849,12.65674875
CS17-G2FE-301,NILASQ4G11I01S3/LH123HT,12,313,2,68,70,99,79,47,11.00637552,11.56439876
CS17-G2FE-302,NILASQ4G11I10S2/LH123HT,12,311,2,68,69,99,77,45,11.04357493,11.60237982
CS17-G2FE-303,NILASQ4G11I02S2/LH123HT,12,309,2,69,70,109,83,54,10.96917611,11.5351856
CS17-G2FE-304,2369/LH123HT,12,307,2,68,70,104,78,48,11.06217463,11.63962015
CS17-G2FE-305,NILASQ4G11I08S3/LH123HT,12,305,2,68,70,103,82,48,10.78317906,11.35360923
CS17-G2FE-306,NILASQ4G11I12S3/LH123HT,12,303,2,67,70,103,81,50,11.35511999,11.95353481
CS17-G2FE-307,NILASQ4G11I07S3/LH123HT,12,301,2,70,70,101,80,46,9.685796453,10.22335816
CS17-G2FE-308,NILASQ4G11I03S2/LH123HT,12,299,2,68,69,99,78,51,9.109205594,9.616588345
CS17-G2FE-309,NILASQ4G11I05S2/LH123HT,12,297,2,69,70,97,75,48,10.35073591,10.91381595
CS17-G2FE-310,NILASQ4G11I09S2/LH123HT,12,295,2,69,70,104,78,50,10.70878024,11.29240876
CS17-G2FE-311,NILASQ4G11I11S2/LH123HT,12,293,2,68,70,97,73,52,11.80616284,12.46140488
CS17-G2FE-312,NILASQ4G21I10S2/LH123HT,12,291,2,68,69,102,74,48,8.421016503,8.87322509
CS17-G2FE-313,NILASQ4G21I09S2/LH123HT,12,289,2,68,70,98,77,44,10.57393237,11.15867083
CS17-G2FE-314,NILASQ4G21I03S2/LH123HT,12,287,2,68,70,96,75,46,10.45768422,11.05272645
CS17-G2FE-315,NILASQ4G21I07S2/LH123HT,12,285,2,67,70,99,74,49,11.19237257,11.82026467
CS17-G2FE-316,NILASQ4G21I11S2/LH123HT,12,283,2,68,70,96,74,46,10.02059115,10.58575249
CS17-G2FE-317,NILASQ4G21I01S2/LH123HT,12,281,2,69,70,99,76,51,9.736945642,10.30460957
CS17-G2FE-318,NILASQ4G21I02S2/LH123HT,12,279,2,68,70,98,74,47,10.82037847,11.43172985
CS17-G2FE-319,NILASQ4G21I04S2/LH123HT,12,277,2,69,70,97,76,51,9.848543873,10.41286544
CS17-G2FE-320,NILASQ4G21I08S2/LH123HT,12,275,2,68,70,101,76,46,11.88986151,12.57590652
CS17-G2FE-321,2369/LH123HT,12,273,2,68,70,101,78,48,10.4018851,11.00935519
CS17-G2FE-322,2369/LH123HT,12,271,2,68,70,99,79,44,11.22957198,11.88874786
CS17-G2FE-323,NILASQ4G21I05S2/LH123HT,12,269,2,69,70,103,83,47,10.79247891,11.40549171
CS17-G2FE-324,NILASQ4G21I06S2/LH123HT,12,267,2,68,70,102,80,47,11.11797375,11.78171678
CS17-G2FE-325,NILASQ4G21I12S2/LH123HT,12,265,2,67,70,,75,48,10.9319767,11.54963338
CS17-G2FE-326,2369/LH123HT,12,263,2,67,70,95,75,41,9.853193799,10.43945883
CS17-G2FE-327,NILASQ4G51I09S3/LH123HT,12,261,2,67,69,95,77,48,10.92267685,11.57585292
CS17-G2FE-328,NILASQ4G51I01S2/LH123HT,12,259,2,69,69,98,76,49,10.90872707,11.53925149
CS17-G2FE-329,NILASQ4G51I03S2/LH123HT,12,257,2,68,70,96,76,47,9.574198222,10.12662946
CS17-G2FE-330,NILASQ4G51I02S3/LH123HT,12,255,2,70,70,92,75,44,10.60648186,11.22483975
CS17-G2FE-331,NILASQ4G51I11S2/LH123HT,13,255,2,68,70,99,80,43,11.41091911,12.06590586
CS17-G2FE-332,NILASQ4G51I04S3/LH123HT,13,257,2,68,70,99,77,46,9.550948591,10.09821795
CS17-G2FE-333,NILASQ4G51I06S2/LH123HT,13,259,2,68,70,93,76,49,10.13218938,10.74012074
CS17-G2FE-334,NILASQ4G51I10S2/LH123HT,13,261,2,66,68,96,75,45,11.02497522,11.68206375
CS17-G2FE-335,NILASQ4G51I08S3/LH123HT,13,263,2,68,68,96,78,49,9.867143578,10.46607919
CS17-G2FE-336,NILASQ4G51I07S3/LH123HT,13,265,2,68,70,90,77,42,9.89039321,10.46898121
CS17-G2FE-337,NILASQ4G51I12S2/LH123HT,13,267,2,69,70,94,75,46,10.28098702,10.87419997
CS17-G2FE-338,NILASQ4G51I05S3/LH123HT,13,269,2,68,70,97,78,49,10.23913768,10.83607941
CS17-G2FE-339,2369/LH123HT,13,271,2,68,70,102,77,44,10.52743311,11.15592087
CS17-G2FE-340,NILASQ4G41I08S2/LH123HT,13,273,2,69,70,97,78,49,10.97847596,11.61852111
CS17-G2FE-341,NILASQ4G41I04S3/LH123HT,13,275,2,69,70,97,78,45,11.73176402,12.41689904
CS17-G2FE-342,NILASQ4G41I02S3/LH123HT,13,277,2,70,70,97,73,47,11.42486888,12.07380144
CS17-G2FE-343,NILASQ4G41I11S2/LH123HT,13,279,2,69,69,99,77,46,10.2065882,10.80265295
CS17-G2FE-344,2369/LH123HT,13,281,2,70,70,99,74,47,10.38793532,10.97900884
CS17-G2FE-345,NILASQ4G41I06S3/LH123HT,13,283,2,69,70,98,74,49,10.4018851,10.98231029
CS17-G2FE-346,NILASQ4G41I05S3/LH123HT,13,285,2,71,73,95,77,47,11.01102544,11.64526051
CS17-G2FE-347,2369/LH123HT,13,287,2,68,70,96,74,46,10.96917611,11.58674072
CS17-G2FE-348,NILASQ4G41I09S2/LH123HT,13,289,2,70,70,95,72,49,11.22027213,11.85870561
CS17-G2FE-349,NILASQ4G41I03S2/LH123HT,13,291,2,68,69,90,72,47,6.05885395,6.404814511
CS17-G2FE-350,NILASQ4G41I10S2/LH123HT,13,293,2,69,69,96,78,48,11.81081277,12.47930477
CS17-G2FE-351,NILASQ4G41I07S2/LH123HT,13,295,2,69,70,101,80,48,9.127805299,9.644439079
CS17-G2FE-352,NILASQ4G41I01S2/LH123HT,13,297,2,70,70,101,85,51,10.05314063,10.61008462
CS17-G2FE-353,NILASQ4G41I12S3/LH123HT,13,299,2,69,70,103,79,50,9.109205594,9.628430313
CS17-G2FE-354,NILASQ4G61I10S3/LH123HT,13,301,2,69,70,101,78,48,10.36468569,10.9150505
CS17-G2FE-355,NILASQ4G61I11S2/LH123HT,13,303,2,68,70,99,80,44,10.98312589,11.58719781
CS17-G2FE-356,NILASQ4G61I09S2/LH123HT,13,305,2,68,70,99,79,52,11.05287478,11.62762427
CS17-G2FE-357,2369/LH123HT,13,307,2,67,68,99,76,53,10.43908451,10.98818036
CS17-G2FE-358,NILASQ4G61I12S2/LH123HT,13,309,2,68,70,100,78,50,10.48093385,11.01546147
CS17-G2FE-359,NILASQ4G61I04S3/LH123HT,13,311,2,68,69,103,82,50,10.96452618,11.51604185
CS17-G2FE-360,NILASQ4G61I06S3/LH123HT,13,313,2,70,70,104,81,54,10.49488363,11.00178651
CS17-G2FE-361,NILASQ4G61I02S3/LH123HT,13,315,2,69,70,103,81,52,10.83432825,11.37496123
CS17-G2FE-362,NILASQ4G61I01S2/LH123HT,13,317,2,69,69,102,75,46,10.43908451,10.98400472
CS17-G2FE-363,NILASQ4G61I05S3/LH123HT,13,319,2,68,69,99,72,43,10.24843753,10.70551785
CS17-G2FE-364,NILASQ4G61I07S3/LH123HT,14,319,2,67,68,95,75,47,10.2949368,10.77159237
CS17-G2FE-365,NILASQ4G61I08S2/LH123HT,14,317,2,68,70,98,76,51,10.79247891,11.35692556
CS17-G2FE-366,NILASQ4G61I03S3/LH123HT,14,315,2,69,70,101,81,50,10.51813326,11.02405547
CS17-G2FE-367,2369/LH123HT,14,313,2,69,70,102,82,47,11.30862073,11.85143452
CS17-G2FE-368,2369/LH123HT,14,311,2,68,69,99,76,50,11.47601807,12.05670459
CS17-G2FE-369,NILASQ4G71I08S3/LH123HT,14,309,2,67,69,102,80,50,11.59226623,12.16724264
CS17-G2FE-370,NILASQ4G71I07S2/LH123HT,14,307,2,68,70,98,76,47,10.42978466,10.97317644
CS17-G2FE-371,NILASQ4G71I02S2/LH123HT,14,305,2,68,69,106,81,52,13.32668873,14.03167057
CS17-G2FE-372,NILASQ4G71I12S3/LH123HT,14,303,2,69,69,101,77,49,11.06217463,11.65842585
CS17-G2FE-373,NILASQ4G71I03S2/LH123HT,14,301,2,69,70,104,83,51,12.58735046,13.24944509
CS17-G2FE-374,NILASQ4G71I05S2/LH123HT,14,299,2,69,70,97,76,51,8.332667904,8.787631572
CS17-G2FE-375,NILASQ4G71I04S2/LH123HT,14,297,2,69,70,100,78,47,10.59718201,11.17578814
CS17-G2FE-376,NILASQ4G71I10S2/LH123HT,14,295,2,67,70,103,78,48,12.68499891,13.38267385
CS17-G2FE-377,NILASQ4G71I06S2/LH123HT,14,293,2,68,70,96,76,45,10.9319767,11.5430742
CS17-G2FE-378,NILASQ4G71I01S2/LH123HT,14,291,2,70,70,97,76,47,7.3236339,7.740348669
CS17-G2FE-379,NILASQ4G71I09S2/LH123HT,14,289,2,68,70,93,75,45,10.15543901,10.71297261
CS17-G2FE-380,2369/LH123HT,14,287,2,68,69,96,75,47,10.83432825,11.44213406
CS17-G2FE-381,NILASQ4G71I11S3/LH123HT,14,285,2,68,70,98,77,49,11.7457138,12.40464834
CS17-G2FE-382,NILASQ4G31I11S3/LH123HT,14,283,2,70,69,100,76,47,11.10402397,11.71252448
CS17-G2FE-383,NILASQ4G31I05S3/LH123HT,14,281,2,69,70,95,75,48,9.7648452,10.29702926
CS17-G2FE-384,NILASQ4G31I12S2/LH123HT,14,279,2,69,70,102,76,48,11.16447301,11.80977955
CS17-G2FE-385,2369/LH123HT,14,277,2,68,70,103,76,52,10.72737994,11.33669512
CS17-G2FE-386,NILASQ4G31I03S2/LH123HT,14,275,2,69,70,97,77,48,10.37863547,10.96399051
CS17-G2FE-387,NILASQ4G31I01S2/LH123HT,14,273,2,70,70,101,78,51,9.7648452,10.33022974
CS17-G2FE-388,DKB 64-69,14,271,2,66,66,89,63,41,14.24272421,15.04031677
CS17-G2FE-389,NILASQ4G31I09S2/LH123HT,14,269,2,68,70,106,79,52,10.51813326,11.13028861
CS17-G2FE-390,NILASQ4G31I08S2/LH123HT,14,267,2,70,69,101,76,48,10.34143606,10.95158079
CS17-G2FE-391,NILASQ4G31I06S2/LH123HT,14,265,2,70,70,102,78,50,11.46206829,12.09706688
CS17-G2FE-392,2369/LH123HT,14,263,2,68,70,99,74,47,10.87617758,11.51895968
CS17-G2FE-393,NILASQ4G31I07S3/LH123HT,14,261,2,67,69,104,80,45,9.904342989,10.47186184
CS17-G2FE-394,NILASQ4G31I02S3/LH123HT,14,259,2,67,69,102,77,44,11.17842279,11.82788916
CS17-G2FE-395,NILASQ4G31I04S2/LH123HT,14,257,2,68,69,99,78,46,10.89942721,11.50652531
CS17-G2FE-396,BGEM-0207-N/LH195,14,255,2,68,68,89,64,45,8.709311933,9.177872915
CS17-G2FE-397,BGEM-0039-N/LH195,15,255,2,69,69,99,84,52,10.01594122,10.58284349
CS17-G2FE-398,MO17/PHZ51,15,257,2,66,67,92,74,49,8.634913113,9.152144408
CS17-G2FE-399,BGEM-0235-N/LH195,15,259,2,69,68,95,75,48,12.34555429,13.03320166
CS17-G2FE-400,Z035E0060/PHZ51,15,261,2,66,68,101,82,53,9.695096306,10.23996072
CS17-G2FE-401,BGEM-0206-N/LH195,15,263,2,69,68,93,74,52,9.690446379,10.21663762
CS17-G2FE-402,BGEM-0089-N/LH195,15,265,2,70,70,90,75,48,8.021122843,8.478326845
CS17-G2FE-403,Z034E0042/PHZ51,15,267,2,66,66,97,75,47,9.323102203,9.871300612
CS17-G2FE-404,BGEM-0040-N/LH195,15,269,2,70,69,,81,53,9.792744758,10.34799339
CS17-G2FE-405,BGEM-0063-N/LH195,15,271,2,70,69,108,80,51,11.03427508,11.63784992
CS17-G2FE-406,Z031E0012/PHZ51,15,273,2,66,68,96,76,50,9.123155373,9.650473753
CS17-G2FE-407,BGEM-0125-N/LH195,15,275,2,69,70,81,62,42,9.667196748,10.20275945
CS17-G2FE-408,GEMS-0265/3IIH6,15,277,2,66,67,86,65,38,10.83897817,11.47739399
CS17-G2FE-409,GEMN-0266/3IIH6,15,279,2,69,68,88,60,44,8.183870263,8.649532481
CS17-G2FE-410,BGEM-0005-N/LH195,15,281,2,70,69,91,67,43,10.62973149,11.23775213
CS17-G2FE-411,GEMN-0269/3IIH6,15,283,2,64,65,91,71,42,10.98777581,11.64704236
CS17-G2FE-412,GEMN-0264/3IIH6,15,285,2,67,67,91,69,44,10.81107861,11.44677004
CS17-G2FE-413,Z038E0057/3IIH6,15,287,2,65,66,94,73,47,10.14148923,10.73882294
CS17-G2FE-414,BGEM-0253-N/LH195,15,289,2,70,69,98,75,47,11.52251734,12.10670896
CS17-G2FE-415,Z032E0034/PHZ51,15,291,2,67,68,94,75,53,8.090871737,8.53667877
CS17-G2FE-416,Z034E0042/3IIH6,15,293,2,65,66,92,65,48,8.472165693,8.940676455
CS17-G2FE-417,BGEM-0129-N/LH195,15,295,2,68,68,90,63,43,9.820644315,10.32935369
CS17-G2FE-418,BGEM-0151-N/LH195,15,297,2,69,69,96,74,49,8.341967757,8.779086867
CS17-G2FE-419,Z036E0057/PHZ51,15,299,2,68,68,96,72,45,10.40653503,10.93830897
CS17-G2FE-420,BGEM-0124-N/LH195,15,301,2,67,68,94,74,46,10.10893975,10.63359372
CS17-G2FE-421,BGEM-0202-N/LH195,15,303,2,69,69,95,71,48,9.853193799,10.32811774
CS17-G2FE-422,Z033E0001/PHZ51,15,305,2,67,67,98,77,52,8.872059353,9.318323939
CS17-G2FE-423,Z034E0064/PHZ51,15,307,2,66,67,94,75,51,9.453300139,9.945817076
CS17-G2FE-424,Z031E0556/PHZ51,15,309,2,67,68,94,77,53,9.397501023,9.852340073
CS17-G2FE-425,BGEM-0227-N/LH195,15,311,2,68,69,98,73,45,10.20193827,10.70285344
CS17-G2FE-426,BGEM-0182-N/LH195,15,313,2,69,69,102,81,50,11.38766947,11.90580843
CS17-G2FE-427,GEMN-0261/3IIH6,15,315,2,66,66,95,70,44,8.021122843,8.472712059
CS17-G2FE-428,BGEM-0203-N/LH195,15,317,2,67,68,92,74,44,9.346351834,9.847316293
CS17-G2FE-429,Z038E0057/PHZ51,15,319,2,67,67,94,73,48,9.671846674,10.0799986
CS17-G2FE-430,BGEM-0256-N/LH195,16,319,2,70,70,96,73,45,10.12753945,10.53466654
CS17-G2FE-431,BGEM-0246-N/LH195,16,317,2,69,69,99,74,42,11.23887183,11.8289126
CS17-G2FE-432,Z037E0054/PHZ51,16,315,2,66,66,96,77,34,9.513749181,9.972311891
CS17-G2FE-433,GEMS-0269/3IIH6,16,313,2,65,66,92,71,48,10.76457935,11.19946836
CS17-G2FE-434,Z032E0081/PHZ51,16,311,2,67,67,99,75,56,9.258003235,9.70238739
CS17-G2FE-435,Z033E0056/PHZ51,16,309,2,67,67,95,74,55,10.3135365,10.78383377
CS17-G2FE-436,GEMN-0267/3IIH6,16,307,2,67,67,95,74,47,10.2949368,10.83645047
CS17-G2FE-437,BGEM-0211-N/LH195,16,305,2,69,70,100,76,54,11.5690166,12.13474151
CS17-G2FE-438,BGEM-0259-N/LH195,16,303,2,69,68,99,75,50,9.006907215,9.459954648
CS17-G2FE-439,B73/PHZ51,16,301,2,67,67,96,72,51,10.84827802,11.41889745
CS17-G2FE-440,GEMS-0264/3IIH6,16,299,2,67,67,92,67,45,8.848809722,9.348767471
CS17-G2FE-441,Z029E0002/PHZ51,16,297,2,67,68,96,77,53,9.271953014,9.745749813
CS17-G2FE-442,Z036E0034/PHZ51,16,295,2,67,68,94,76,53,10.32748628,10.8758758
CS17-G2FE-443,BGEM-0239-N/LH195,16,293,2,70,69,93,74,52,8.695362154,9.156216348
CS17-G2FE-444,Z035E0047/PHZ51,16,291,2,67,69,94,70,52,8.328017978,8.784393363
CS17-G2FE-445,Z037E0012/3IIH6,16,289,2,66,66,88,70,45,11.46206829,12.08675102
CS17-G2FE-446,TX740/LH195 ,16,287,2,72,73,99,78,51,12.52225149,12.94425136
CS17-G2FE-447,TX204/PHB47,16,285,2,68,67,94,74,43,11.12262368,11.76439906
CS17-G2FE-448,B73/TX6252,16,283,2,67,69,94,72,47,11.90846122,12.53008289
CS17-G2FE-449,LH195/PHZ51,16,281,2,67,68,95,72,46,11.15517316,11.79101803
CS17-G2FE-450,TX714/TX775,16,279,2,70,70,92,71,46,10.7552795,11.30810087
CS17-G2FE-451,TX714/TX779,16,277,2,70,70,95,75,52,13.40108756,14.05774085
CS17-G2FE-452,TX303/TX777,16,275,2,71,74,99,77,56,11.67131498,12.02962435
CS17-G2FE-453,B73/TX777,16,273,2,70,70,101,75,53,12.63849964,13.27421618
CS17-G2FE-454,B73/TX775,16,271,2,69,70,94,69,46,12.95934456,13.63582234
CS17-G2FE-455,TX770/LH195,16,269,2,71,73,101,75,50,12.42925296,13.09048922
CS17-G2FE-456,TX772W/LH195 ,16,267,2,71,70,87,65,46,11.18307272,11.76682911
CS17-G2FE-457,2369/PHZ51,16,265,2,67,68,102,74,,10.16008893,10.74531006
CS17-G2FE-458,LAMA2002-58-3-B-B-B-B-B-B-1-B19-B18-B22/LH195 ,16,263,2,72,73,98,76,51,12.78264736,13.29011846
CS17-G2FE-459,TX714/TX777,16,261,2,70,69,95,76,53,12.48505208,13.07559504
CS17-G2FE-460,B73/TX779,16,259,2,70,70,98,74,54,13.72193247,14.43135638
CS17-G2FE-461,CG60/LH162,16,257,2,,,73,52,38,3.626942503,3.85108755
CS17-G2FE-462,LH216/LH195,16,255,2,70,69,88,67,47,11.98750996,12.68278554
CS17-G2FE-463,TX714/PHZ51,17,255,2,67,68,96,77,52,10.0484907,10.63733226
CS17-G2FE-464,B14A/H95,17,257,2,67,68,95,70,46,12.30370495,12.91642946
CS17-G2FE-465,PHG80/PHZ51,17,259,2,65,66,97,75,46,8.146670853,8.640359106
CS17-G2FE-466,LH74/PHN82,17,261,2,67,68,88,65,44,11.40161925,12.04809106
CS17-G2FE-467,2369/LH123HT,17,263,2,68,70,99,78,51,11.53646711,12.19981397
CS17-G2FE-468,LH198/PHN37,17,265,2,63,65,95,71,45,9.820644315,10.40104439
CS17-G2FE-469,PHP02/PHG47,17,267,2,61,61,87,63,37,5.719409331,6.072868828
CS17-G2FE-470,REV28HR20 (2016),17,269,2,69,70,101,77,42,15.54470357,16.37323627
CS17-G2FE-471,W37A/PHB47,17,271,2,62,61,86,63,45,9.271953014,9.810653484
CS17-G2FE-472,F42/H95,17,273,2,67,69,92,71,48,11.61086594,12.2111477
CS17-G2FE-473,LH123HT/3IIH6,17,275,2,67,67,99,72,48,10.00199144,10.60311113
CS17-G2FE-474,DKB 64-69 (2016),17,277,2,67,67,84,65,38,14.02417768,14.77026393
CS17-G2FE-475,PHG39/PHN82,17,279,2,68,68,93,65,43,12.0293593,12.70059755
CS17-G2FE-476,CG44/CGR01,17,281,2,58,59,78,59,38,6.826091787,7.224735548
CS17-G2FE-477,B37/OH43,17,283,2,65,66,92,68,43,10.75062957,11.35589002
CS17-G2FE-478,PHP02/PHB47,17,285,2,64,65,88,66,42,9.072006183,9.597275341
CS17-G2FE-479,LH198/PHZ51,17,287,2,66,67,90,73,43,10.99242574,11.58711597
CS17-G2FE-480,GEMN-0268/3IIH6,17,289,2,66,67,98,71,46,9.699746232,10.26039156
CS17-G2FE-481,B73/PHZ51,17,291,2,66,68,96,76,46,10.81572854,11.34894396
CS17-G2FE-482,F42/OH43,17,293,2,64,66,93,70,42,11.62481571,12.18280687
CS17-G2FE-483,W10001_0022/PHB47,17,295,2,62,63,89,64,38,8.923208542,9.403277162
CS17-G2FE-484,WF9/H95,17,297,2,67,69,88,68,40,10.67158083,11.18701818
CS17-G2FE-485,B73/PHN82,17,299,2,68,70,91,68,46,11.98750996,12.59168047
CS17-G2FE-486,PHB47/PHZ51,17,301,2,66,67,89,69,42,10.51813326,11.09663059
CS17-G2FE-487,G6611 VTTP (2017),17,303,2,67,68,86,66,44,14.16367547,14.81095544
CS17-G2FE-488,W10004_0216/PHZ51,17,305,2,67,67,94,74,49,10.48093385,11.02803859
CS17-G2FE-489,PHW52/PHN82,17,307,2,69,70,89,67,41,10.71808009,11.22290166
CS17-G2FE-490,W10005_0107/PHB47,17,309,2,64,66,84,61,41,9.755545347,10.21893375
CS17-G2FE-491,PHG29/PHG47,17,311,2,62,62,86,60,38,9.583498075,9.783793185
CS17-G2FE-492,PHN11_PHG47_0251/PHB47,17,313,2,65,65,91,64,38,6.826091787,7.213131192
CS17-G2FE-493,LH195/PHN37,17,315,2,65,66,95,70,43,10.1368393,10.00506039
CS17-G2FE-494,2369/PHN82,17,317,2,68,69,91,70,46,12.92214515,13.60831106
CS17-G2FE-495,B73/PHM49,17,319,2,70,68,92,65,43,11.66666505,12.19983164
CS17-G2FE-496,PHW52/PHM49,18,319,2,68,68,89,65,40,12.40600333,12.94442387
CS17-G2FE-497,PB80/PHZ51,18,317,2,67,67,95,70,51,11.06217463,11.68939994
CS17-G2FE-498,B37/MO17,18,315,2,67,70,90,68,49,12.06190879,12.65173612
CS17-G2FE-499,2369/3IIH6,18,313,2,67,67,91,68,44,11.04822485,11.61831326
CS17-G2FE-500,B37/H95,18,311,2,68,69,87,65,43,11.37836962,11.82440171
CS17-G2FE-501,PHN11_OH43_0001/PHB47,18,309,2,64,65,86,62,40,8.881359206,9.342301748
CS17-G2FE-502,LH195/LH82,18,307,2,67,68,81,58,41,10.2949368,10.79424123
CS17-G2FE-503,PHG39/TX205,18,305,2,70,70,96,76,48,10.04384078,10.56712488
CS17-G2FE-504,G7601VTTP (2017),18,303,2,69,68,94,75,39,13.84748048,14.51631379
CS17-G2FE-505,GEMN-0260/3IIH6,18,301,2,66,65,85,63,39,9.899693062,10.44714609
CS17-G2FE-506,VA35/LH195,18,299,2,68,68,99,69,42,11.20167242,11.74159303
CS17-G2FE-507,B73/MO17,18,297,2,67,69,93,74,48,10.31818643,10.88878214
CS17-G2FE-508,PHN11_PHW65_0323/LH195,18,295,2,69,69,94,71,44,11.73176402,12.3195254
CS17-G2FE-509,LH212HT/LH195,18,293,2,68,69,92,72,39,13.04304323,13.73302022
CS17-G2FE-510,B97/PHB47,18,291,2,65,66,92,68,43,9.27660294,9.799803346
CS17-G2FE-511,B14A/OH43,18,289,2,66,66,91,70,47,12.25720569,12.86884025
CS17-G2FE-512,CGR03/CG108,18,287,2,60,59,86,61,42,6.942339945,7.349855299
CS17-G2FE-513,B14A/MO17,18,285,2,67,67,93,66,50,12.40600333,13.12058912
CS17-G2FE-514,F42/MO17,18,283,2,67,68,94,68,47,12.16420716,12.85756697
CS17-G2FE-515,PHV63/PHM57,18,281,2,69,69,84,63,47,10.87617758,11.45696547
CS17-G2FE-516,PHP38/LH123HT,18,279,2,68,69,95,72,46,8.932508395,9.453273634
CS17-G2FE-517,PHV63/PHZ51,18,277,2,66,66,90,65,40,9.095255815,9.595494885
CS17-G2FE-518,PHHB9/PHM57,18,275,2,70,70,96,71,42,10.83432825,11.4334666
CS17-G2FE-519,PHHB9/PHN82,18,273,2,68,68,98,70,42,12.04330908,12.70328242
CS17-G2FE-520,PHP38/PHN82,18,271,2,67,67,95,69,47,9.685796453,10.21367236
CS17-G2FE-521,PHV63/PHN82,18,269,2,67,67,88,68,45,12.05260893,12.7347866
CS17-G2FE-522,PHW52/LH185,18,267,2,67,68,89,68,35,7.667728445,8.123958288
CS17-G2FE-523,PHP38/PHR55,18,265,2,68,68,96,71,42,10.39258525,10.96729521
CS17-G2FE-524,LH195/PHW53,18,263,2,68,68,88,70,46,12.08050849,12.74010425
CS17-G2FE-525,PHP38/PHW30,18,261,2,66,66,97,74,47,10.09034004,10.67759783
